Timestamp,Status,Tag ID,Duty Cycle
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:02,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:03,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,STAND BY,RFID IS READING,1
2024-07-11 21:30:04,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:05,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:05,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:06,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:07,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:08,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:09,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:09,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:10,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:10,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:11,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:12,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:13,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:14,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:15,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,Tag 3,E2 00 20 23 12 05 EE AA 00 01 00 76,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:16,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:17,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:18,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:19,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:19,STAND BY,RFID IS READING,0.3
2024-07-11 21:30:19,STAND BY,RFID IS READING,0.3
